OrderID,EmployeeID,CustomerName,Region,Product,OrderDate,Revenue,Cost,Department,City
JAN-001,E011,mary   jones,North,Keyboard,2025-01-08,5093.07,2219.93,Sales,Chennai
JAN-002,E010,  bob WILSON,West,Laptop,2025-01-07,6489.91,3963.43,Sales,Delhi
JAN-003,E012,ALICE Brown,Central,Monitor,2025-01-19,7172.86,5051.52,Finance,Kolkata
JAN-004,E012,mary   jones,West,Keyboard,2025-01-07,17358.2,8988.22,Operations,Bangalore
JAN-005,E007,mary   jones,North,Mouse,2025-01-26,3651.76,2047.9,Operations,Hyderabad
JAN-006,E015,  bob WILSON,West,Keyboard,2025-01-19,5884.33,2496.98,Sales,Ahmedabad
JAN-007,E013,  DAVID   CLARK,East,Monitor,2025-01-13,7169.6,4463,Sales,Delhi
JAN-008,E003,ALICE Brown,East,Monitor,2025-01-23,17049.82,10687.04,Operations,Hyderabad
JAN-009,E009,  bob WILSON,South,Webcam,2025-01-09,17842.85,11133.94,Marketing,Pune
JAN-010,E011,  bob WILSON,East,Monitor,2025-01-26,7731.8,3817.26,Sales,Mumbai
JAN-011,E015,ALICE Brown,Central,Monitor,2025-01-13,16270.25,10168.88,Operations,Kolkata
JAN-012,E005,ALICE Brown,South,Keyboard,2025-01-29,11752.99,6190.29,Marketing,Pune
JAN-013,E009,emma WATSON,West,Laptop,2025-01-05,12411.69,8405.54,Sales,Delhi
JAN-014,E010,  JOHN SMITH ,North,Headphones,2025-01-17,6771.21,4019.59,Finance,Kolkata
JAN-015,E011,  JOHN SMITH ,North,Keyboard,2025-01-04,7402.5,3370.77,HR,Ahmedabad
JAN-016,E012,  bob WILSON,East,Tablet,2025-01-28,12379.5,8598.61,HR,Delhi
JAN-017,E003,Catherine  lee,East,Laptop,2025-01-16,3292.15,2387.42,Marketing,Ahmedabad
JAN-018,E004,ALICE Brown,North,Mobile,2025-01-24,10289.86,4365.21,Marketing,Delhi
JAN-019,E003,  bob WILSON,West,Tablet,2025-01-17,16086.5,8816.98,HR,Hyderabad
JAN-020,E015,FRANK  miller,Central,Keyboard,2025-01-22,12748.17,7054.01,Marketing,Pune
JAN-021,E002,  bob WILSON,South,Mobile,2025-01-01,11824.63,5682.21,Marketing,Ahmedabad
JAN-022,E001,  bob WILSON,North,Monitor,2025-01-29,3471.19,1789.92,Sales,Delhi
JAN-023,E005,  bob WILSON,West,Tablet,2025-01-08,14769.29,10081.87,Marketing,Kolkata
JAN-024,E002,mary   jones,North,Mouse,2025-01-14,10005.37,6555.28,Finance,Pune
JAN-025,E001,emma WATSON,West,Mobile,2025-01-07,5853.13,3260.28,Operations,Chennai
JAN-026,E003,mary   jones,East,Monitor,2025-01-15,15120.33,10578.01,Finance,Delhi
JAN-027,E001,emma WATSON,Central,Mobile,2025-01-06,9096.21,5170.97,Sales,Chennai
JAN-028,E015,FRANK  miller,North,Headphones,2025-01-13,6978.05,4706.17,Marketing,Mumbai
JAN-029,E005,  JOHN SMITH ,West,Webcam,2025-01-07,7450.62,5506.37,HR,Bangalore
JAN-030,E012,  JOHN SMITH ,East,Laptop,2025-01-17,16790.81,9837.64,Sales,Kolkata
JAN-031,E009,  bob WILSON,North,Mobile,2025-01-22,15927.29,8621.78,Marketing,Delhi
JAN-032,E010,Catherine  lee,Central,Mobile,2025-01-22,11755.08,6852.91,Sales,Pune
JAN-033,E004,  DAVID   CLARK,East,Keyboard,2025-01-05,13075.35,6603.04,Marketing,Pune
JAN-034,E015,ALICE Brown,North,Webcam,2025-01-03,11064.52,6384.89,Sales,Delhi
JAN-035,E015,Catherine  lee,East,Monitor,2025-01-10,5366.2,3712.39,Sales,Ahmedabad
JAN-036,E010,mary   jones,Central,Keyboard,2025-01-31,16171.9,7965.68,Sales,Delhi
JAN-037,E012,Catherine  lee,Central,Keyboard,2025-01-20,6159.44,3202.96,Marketing,Hyderabad
JAN-038,E009,  JOHN SMITH ,West,Laptop,2025-01-21,9353.64,4647.24,Operations,Delhi
JAN-039,E006,mary   jones,South,Tablet,2025-01-18,13585.01,8100.98,Operations,Kolkata
JAN-040,E002,  JOHN SMITH ,South,Laptop,2025-01-19,11287.88,6213.14,HR,Ahmedabad
